[2026-08-22 11:41:19,334] INFO [classification:30] Loading full Shopify taxonomy into cache (14,606 categories)...
[2026-08-22 11:41:19,576] INFO [classification:50] Phase 9 verification log entry test.
[2026-08-22 15:43:25,961] INFO [classification:51] Processing Product #338: 'Fortuna 9 Piece Outdoor Patio Sectional Sofa Set by Modway'
[2026-08-22 15:43:32,493] INFO [classification:166] Successfully classified product #338 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:43:32,515] INFO [classification:51] Processing Product #339: 'Fortuna 8 Piece Outdoor Patio Sectional Sofa Set by Modway'
[2026-08-22 15:43:39,400] INFO [classification:166] Successfully classified product #339 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:43:39,422] INFO [classification:51] Processing Product #340: 'Junction Outdoor Patio Wicker Armchair Set of 2 by Modway'
[2026-08-22 15:43:49,762] INFO [classification:166] Successfully classified product #340 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:43:49,786] INFO [classification:51] Processing Product #341: 'Junction Outdoor Patio Wicker Armchair Set of 2 by Modway'
[2026-08-22 15:44:00,007] INFO [classification:166] Successfully classified product #341 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:44:00,050] INFO [classification:51] Processing Product #342: 'Maine Outdoor Patio Dining Armchair Set of 2 by Modway'
[2026-08-22 15:44:07,193] INFO [classification:166] Successfully classified product #342 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:44:07,220] INFO [classification:51] Processing Product #343: 'Maine Outdoor Patio Dining Armchair Set of 2 by Modway'
[2026-08-22 15:44:13,856] INFO [classification:166] Successfully classified product #343 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:44:13,886] INFO [classification:51] Processing Product #344: 'Maine Outdoor Patio Bar Stool Set of 2 by Modway'
[2026-08-22 15:44:21,127] INFO [classification:166] Successfully classified product #344 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:44:21,150] INFO [classification:51] Processing Product #345: 'Maine Outdoor Patio Bar Stool Set of 2 by Modway'
[2026-08-22 15:44:27,947] INFO [classification:166] Successfully classified product #345 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:44:27,969] INFO [classification:51] Processing Product #346: 'Maine 3 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:44:34,211] INFO [classification:166] Successfully classified product #346 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:44:34,243] INFO [classification:51] Processing Product #347: 'Maine 5 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:44:42,859] INFO [classification:166] Successfully classified product #347 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:44:42,906] INFO [classification:51] Processing Product #348: 'Junction 5 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:44:51,280] INFO [classification:166] Successfully classified product #348 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:44:51,310] INFO [classification:51] Processing Product #349: 'Junction 5 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:44:59,994] INFO [classification:166] Successfully classified product #349 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:45:00,026] INFO [classification:51] Processing Product #350: 'Maine 5 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:45:06,005] INFO [classification:166] Successfully classified product #350 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:45:06,020] INFO [classification:51] Processing Product #351: 'Maine 5 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:45:10,801] INFO [classification:166] Successfully classified product #351 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:45:10,812] INFO [classification:51] Processing Product #352: 'Junction 7 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:45:18,868] INFO [classification:166] Successfully classified product #352 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:45:18,890] INFO [classification:51] Processing Product #353: 'Junction 7 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:45:29,151] INFO [classification:166] Successfully classified product #353 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:45:29,164] INFO [classification:51] Processing Product #354: 'Maine 7 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:45:34,412] INFO [classification:166] Successfully classified product #354 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:45:34,422] INFO [classification:51] Processing Product #355: 'Maine 7 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:45:40,960] INFO [classification:166] Successfully classified product #355 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:45:40,979] INFO [classification:51] Processing Product #356: 'Junction 7 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:45:49,410] INFO [classification:166] Successfully classified product #356 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:45:49,430] INFO [classification:51] Processing Product #357: 'Junction 7 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:45:57,811] INFO [classification:166] Successfully classified product #357 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:45:57,841] INFO [classification:51] Processing Product #358: 'Maine 7 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:46:04,704] INFO [classification:166] Successfully classified product #358 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:46:04,728] INFO [classification:51] Processing Product #359: 'Maine 7 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:46:11,280] INFO [classification:166] Successfully classified product #359 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:46:11,309] INFO [classification:51] Processing Product #360: 'Junction 9 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:46:19,718] INFO [classification:166] Successfully classified product #360 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:46:19,745] INFO [classification:51] Processing Product #361: 'Junction 9 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:46:28,095] INFO [classification:166] Successfully classified product #361 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:46:28,124] INFO [classification:51] Processing Product #362: 'Maine 9 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:46:35,207] INFO [classification:166] Successfully classified product #362 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:46:35,230] INFO [classification:51] Processing Product #363: 'Maine 9 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:46:42,062] INFO [classification:166] Successfully classified product #363 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:46:42,092] INFO [classification:51] Processing Product #364: 'Maine 3 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:46:48,857] INFO [classification:166] Successfully classified product #364 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:46:48,879] INFO [classification:51] Processing Product #365: 'Maine 3 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:46:55,600] INFO [classification:166] Successfully classified product #365 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:46:55,624] INFO [classification:51] Processing Product #366: 'Maine 5 Piece Outdoor Patio Bar Set by Modway'
[2026-08-22 15:47:02,003] INFO [classification:166] Successfully classified product #366 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:47:02,024] INFO [classification:51] Processing Product #367: 'Maine 5 Piece Outdoor Patio Bar Set by Modway'
[2026-08-22 15:47:25,849] INFO [classification:166] Successfully classified product #367 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:47:25,863] INFO [classification:51] Processing Product #368: 'Junction 3 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:47:32,864] INFO [classification:166] Successfully classified product #368 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:47:32,879] INFO [classification:51] Processing Product #369: 'Maine 3 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:47:37,841] INFO [classification:166] Successfully classified product #369 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:47:37,856] INFO [classification:51] Processing Product #370: 'Junction 5 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:47:45,702] INFO [classification:166] Successfully classified product #370 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:47:45,720] INFO [classification:51] Processing Product #371: 'Maine 5 Piece Outdoor Patio Dining Set by Modway'
[2026-08-22 15:47:51,003] INFO [classification:166] Successfully classified product #371 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:47:51,017] INFO [classification:51] Processing Product #372: 'Casper Dining Armchairs Set of 4 by Modway'
[2026-08-22 15:47:56,209] INFO [classification:166] Successfully classified product #372 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:47:56,220] INFO [classification:51] Processing Product #373: 'Remark 2 Piece Living Room Set by Modway'
[2026-08-22 15:48:01,388] INFO [classification:166] Successfully classified product #373 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:48:01,404] INFO [classification:51] Processing Product #374: 'Engage Right-Arm Upholstered Fabric Loveseat by Modway'
[2026-08-22 15:48:08,739] INFO [classification:166] Successfully classified product #374 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:48:08,754] INFO [classification:51] Processing Product #375: 'Engage Right-Arm Upholstered Fabric Loveseat by Modway'
[2026-08-22 15:48:13,331] INFO [classification:166] Successfully classified product #375 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:48:13,346] INFO [classification:51] Processing Product #376: 'Engage Left-Facing Upholstered Fabric Chaise by Modway'
[2026-08-22 15:48:20,771] INFO [classification:166] Successfully classified product #376 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:48:20,791] INFO [classification:51] Processing Product #377: 'Engage Right-Facing Upholstered Fabric Chaise by Modway'
[2026-08-22 15:48:27,598] INFO [classification:166] Successfully classified product #377 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:48:27,607] INFO [classification:51] Processing Product #378: 'Engage Right-Facing Upholstered Fabric Chaise by Modway'
[2026-08-22 15:48:35,565] INFO [classification:166] Successfully classified product #378 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:48:35,573] INFO [classification:51] Processing Product #379: 'Engage Right-Facing Upholstered Fabric Chaise by Modway'
[2026-08-22 15:48:43,096] INFO [classification:166] Successfully classified product #379 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:48:43,108] INFO [classification:51] Processing Product #380: 'Engage Right-Facing Upholstered Fabric Chaise by Modway'
[2026-08-22 15:48:47,557] INFO [classification:166] Successfully classified product #380 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:48:47,565] INFO [classification:51] Processing Product #381: 'Engage Left-Arm Upholstered Fabric Loveseat by Modway'
[2026-08-22 15:48:53,796] INFO [classification:166] Successfully classified product #381 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:48:53,804] INFO [classification:51] Processing Product #382: 'Engage Left-Arm Upholstered Fabric Loveseat by Modway'
[2026-08-22 15:49:01,027] INFO [classification:166] Successfully classified product #382 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:49:01,037] INFO [classification:51] Processing Product #383: 'Engage Left-Arm Upholstered Fabric Loveseat by Modway'
[2026-08-22 15:49:07,999] INFO [classification:166] Successfully classified product #383 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:49:08,010] INFO [classification:51] Processing Product #384: 'Engage Left-Arm Upholstered Fabric Loveseat by Modway'
[2026-08-22 15:49:12,322] INFO [classification:166] Successfully classified product #384 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:49:12,331] INFO [classification:51] Processing Product #385: 'Engage Upholstered Fabric Corner Chair by Modway'
[2026-08-22 15:49:21,044] INFO [classification:166] Successfully classified product #385 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:49:21,053] INFO [classification:51] Processing Product #386: 'Engage Upholstered Fabric Corner Chair by Modway'
[2026-08-22 15:49:28,680] INFO [classification:166] Successfully classified product #386 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:49:28,697] INFO [classification:51] Processing Product #387: 'Engage Upholstered Fabric Corner Chair by Modway'
[2026-08-22 15:49:38,614] INFO [classification:166] Successfully classified product #387 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:49:38,623] INFO [classification:51] Processing Product #388: 'Engage Upholstered Fabric Corner Chair by Modway'
[2026-08-22 15:49:48,001] INFO [classification:166] Successfully classified product #388 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:49:48,012] INFO [classification:51] Processing Product #389: 'Engage Upholstered Fabric Corner Chair by Modway'
[2026-08-22 15:49:52,309] INFO [classification:166] Successfully classified product #389 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:49:52,320] INFO [classification:51] Processing Product #390: 'Engage Upholstered Fabric Ottoman by Modway'
[2026-08-22 15:50:00,057] INFO [classification:166] Successfully classified product #390 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:50:00,069] INFO [classification:51] Processing Product #391: 'Engage Upholstered Fabric Ottoman by Modway'
[2026-08-22 15:50:07,300] INFO [classification:166] Successfully classified product #391 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:50:07,308] INFO [classification:51] Processing Product #392: 'Engage Upholstered Fabric Ottoman by Modway'
[2026-08-22 15:50:16,669] INFO [classification:166] Successfully classified product #392 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:50:16,688] INFO [classification:51] Processing Product #393: 'Engage Upholstered Fabric Ottoman by Modway'
[2026-08-22 15:50:24,711] INFO [classification:166] Successfully classified product #393 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:50:24,726] INFO [classification:51] Processing Product #394: 'Beguile Upholstered Fabric Loveseat by Modway'
[2026-08-22 15:50:33,567] INFO [classification:166] Successfully classified product #394 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:50:33,579] INFO [classification:51] Processing Product #395: 'Beguile Upholstered Fabric Loveseat by Modway'
[2026-08-22 15:50:42,009] INFO [classification:166] Successfully classified product #395 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:50:42,020] INFO [classification:51] Processing Product #396: 'Beguile Upholstered Fabric Sofa by Modway'
[2026-08-22 15:50:48,497] INFO [classification:166] Successfully classified product #396 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:50:48,511] INFO [classification:51] Processing Product #397: 'Beguile Upholstered Fabric Sofa by Modway'
[2026-08-22 15:50:55,817] INFO [classification:166] Successfully classified product #397 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:50:55,830] INFO [classification:51] Processing Product #398: 'Panache Upholstered Fabric Armchair by Modway'
[2026-08-22 15:51:06,982] INFO [classification:166] Successfully classified product #398 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:51:06,993] INFO [classification:51] Processing Product #399: 'Panache Upholstered Fabric Armchair by Modway'
[2026-08-22 15:51:18,869] INFO [classification:166] Successfully classified product #399 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:51:18,882] INFO [classification:51] Processing Product #400: 'Gather 7 Piece Outdoor Patio Sectional Set by Modway'
[2026-08-22 15:51:24,722] INFO [classification:166] Successfully classified product #400 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:51:24,733] INFO [classification:51] Processing Product #401: 'Convene 5 Piece Outdoor Patio Sectional Set by Modway'
[2026-08-22 15:51:30,808] INFO [classification:166] Successfully classified product #401 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:51:30,819] INFO [classification:51] Processing Product #402: 'Convene 5 Piece Outdoor Patio Sectional Set by Modway'
[2026-08-22 15:51:37,097] INFO [classification:166] Successfully classified product #402 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:51:37,108] INFO [classification:51] Processing Product #403: 'Convene 5 Piece Outdoor Patio Sectional Set by Modway'
[2026-08-22 15:51:43,193] INFO [classification:166] Successfully classified product #403 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:51:43,215] INFO [classification:51] Processing Product #404: 'Convene 5 Piece Outdoor Patio Sectional Set by Modway'
[2026-08-22 15:51:49,115] INFO [classification:166] Successfully classified product #404 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:51:49,126] INFO [classification:51] Processing Product #405: 'Marina 6 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:51:53,931] INFO [classification:166] Successfully classified product #405 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:51:53,947] INFO [classification:51] Processing Product #406: 'Marina 6 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:51:58,411] INFO [classification:166] Successfully classified product #406 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:51:58,425] INFO [classification:51] Processing Product #407: 'Marina 6 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:52:03,273] INFO [classification:166] Successfully classified product #407 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:52:03,290] INFO [classification:51] Processing Product #408: 'Marina 8 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:52:08,385] INFO [classification:166] Successfully classified product #408 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:52:08,400] INFO [classification:51] Processing Product #409: 'Marina 8 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:52:12,981] INFO [classification:166] Successfully classified product #409 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:52:12,996] INFO [classification:51] Processing Product #410: 'Marina 8 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:52:17,866] INFO [classification:166] Successfully classified product #410 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:52:17,878] INFO [classification:51] Processing Product #411: 'Marina 4 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:52:22,971] INFO [classification:166] Successfully classified product #411 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:52:22,983] INFO [classification:51] Processing Product #412: 'Marina 4 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:52:27,918] INFO [classification:166] Successfully classified product #412 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:52:27,929] INFO [classification:51] Processing Product #413: 'Marina 4 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:52:33,228] INFO [classification:166] Successfully classified product #413 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:52:33,238] INFO [classification:51] Processing Product #414: 'Marina 2 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:52:38,207] INFO [classification:166] Successfully classified product #414 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:52:38,217] INFO [classification:51] Processing Product #415: 'Marina 2 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:52:44,442] INFO [classification:166] Successfully classified product #415 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:52:44,467] INFO [classification:51] Processing Product #416: 'Marina 2 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:52:50,650] INFO [classification:166] Successfully classified product #416 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:52:50,680] INFO [classification:51] Processing Product #417: 'Marina 3 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:52:57,326] INFO [classification:166] Successfully classified product #417 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:52:57,353] INFO [classification:51] Processing Product #418: 'Marina 3 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:53:03,087] INFO [classification:166] Successfully classified product #418 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:53:03,108] INFO [classification:51] Processing Product #419: 'Marina 3 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:53:09,308] INFO [classification:166] Successfully classified product #419 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:53:09,329] INFO [classification:51] Processing Product #420: 'Marina 2 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:53:17,080] INFO [classification:166] Successfully classified product #420 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:53:17,108] INFO [classification:51] Processing Product #421: 'Marina 2 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:53:23,539] INFO [classification:166] Successfully classified product #421 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:53:23,568] INFO [classification:51] Processing Product #422: 'Marina 2 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:53:29,865] INFO [classification:166] Successfully classified product #422 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:53:29,894] INFO [classification:51] Processing Product #423: 'Marina 2 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:53:37,103] INFO [classification:166] Successfully classified product #423 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:53:37,124] INFO [classification:51] Processing Product #424: 'Marina 2 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:53:43,125] INFO [classification:166] Successfully classified product #424 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:53:43,147] INFO [classification:51] Processing Product #425: 'Marina 2 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:53:49,574] INFO [classification:166] Successfully classified product #425 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:53:49,595] INFO [classification:51] Processing Product #426: 'Marina 2 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:53:56,864] INFO [classification:166] Successfully classified product #426 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:53:56,884] INFO [classification:51] Processing Product #427: 'Marina 2 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:54:02,107] INFO [classification:166] Successfully classified product #427 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:54:02,122] INFO [classification:51] Processing Product #428: 'Marina 2 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:54:06,959] INFO [classification:166] Successfully classified product #428 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:54:06,969] INFO [classification:51] Processing Product #429: 'Lippa 28" Round Wood Bar Table by Modway'
[2026-08-22 15:54:10,598] INFO [classification:166] Successfully classified product #429 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:54:10,612] INFO [classification:51] Processing Product #430: 'Lippa 28" Square Wood Bar Table by Modway'
[2026-08-22 15:54:15,598] INFO [classification:166] Successfully classified product #430 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:54:15,623] INFO [classification:51] Processing Product #431: 'Lippa 28" Round Faux Marble Bar Table by Modway'
[2026-08-22 15:54:20,596] INFO [classification:166] Successfully classified product #431 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:54:20,615] INFO [classification:51] Processing Product #432: 'Convene Outdoor Patio Corner by Modway'
[2026-08-22 15:54:33,102] INFO [classification:166] Successfully classified product #432 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:54:33,135] INFO [classification:51] Processing Product #433: 'Convene Outdoor Patio Corner by Modway'
[2026-08-22 15:54:43,877] INFO [classification:166] Successfully classified product #433 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:54:43,905] INFO [classification:51] Processing Product #434: 'Convene Outdoor Patio Corner by Modway'
[2026-08-22 15:54:54,757] INFO [classification:166] Successfully classified product #434 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:54:54,778] INFO [classification:51] Processing Product #435: 'Convene Outdoor Patio Corner by Modway'
[2026-08-22 15:55:05,797] INFO [classification:166] Successfully classified product #435 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:55:05,819] INFO [classification:51] Processing Product #436: 'Convene Outdoor Patio Corner by Modway'
[2026-08-22 15:55:15,744] INFO [classification:166] Successfully classified product #436 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:55:15,773] INFO [classification:51] Processing Product #437: 'Convene Outdoor Patio Corner by Modway'
[2026-08-22 15:55:26,746] INFO [classification:166] Successfully classified product #437 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:55:26,768] INFO [classification:51] Processing Product #438: 'Convene Outdoor Patio Corner by Modway'
[2026-08-22 15:55:36,165] INFO [classification:166] Successfully classified product #438 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:55:36,192] INFO [classification:51] Processing Product #439: 'Convene Outdoor Patio Left Arm Loveseat by Modway'
[2026-08-22 15:55:45,894] INFO [classification:166] Successfully classified product #439 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:55:45,932] INFO [classification:51] Processing Product #440: 'Convene Outdoor Patio Left Arm Loveseat by Modway'
[2026-08-22 15:55:55,474] INFO [classification:166] Successfully classified product #440 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:55:55,510] INFO [classification:51] Processing Product #441: 'Convene Outdoor Patio Left Arm Loveseat by Modway'
[2026-08-22 15:56:04,646] INFO [classification:166] Successfully classified product #441 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:56:04,678] INFO [classification:51] Processing Product #442: 'Convene Outdoor Patio Left Arm Loveseat by Modway'
[2026-08-22 15:56:14,191] INFO [classification:166] Successfully classified product #442 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:56:14,221] INFO [classification:51] Processing Product #443: 'Convene Outdoor Patio Left Arm Loveseat by Modway'
[2026-08-22 15:56:24,046] INFO [classification:166] Successfully classified product #443 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:56:24,074] INFO [classification:51] Processing Product #444: 'Convene Outdoor Patio Left Arm Loveseat by Modway'
